customer_id,frequency,total_spent,total_profit,last_purchase,churn,age,gender,job_industry_category,wealth_segment,owns_car,avg_spend_per_trans,profit_margin,recency,high_value_cust,avg_spent_per_txn
76,8,7425.04,2868.16,2017-12-29,0,47,Female,Retail,High Net Worth,Yes,928.13,0.38628209410319675,2,0,928.13
77,3,2964.73,1657.5800000000002,2017-09-20,1,36,Male,Financial Services,Mass Customer,No,988.2433333333333,0.559099816846728,102,0,988.2433333333333
78,2,1139.12,82.25999999999999,2017-06-02,1,40,Male,Argiculture,Affluent Customer,No,569.56,0.07221363859821617,212,0,569.56
79,6,6761.43,2597.46,2017-11-17,0,57,Female,Manufacturing,Mass Customer,No,1126.905,0.3841583806975743,44,0,1126.905
80,10,12564.82,5988.86,2017-12-02,0,47,Male,Entertainment,Mass Customer,No,1256.482,0.4766371503929224,29,1,1256.482
81,4,4421.7,3249.02,2017-12-26,0,39,Female,Health,High Net Worth,No,1105.425,0.7347897867336093,5,0,1105.425
82,5,5293.91,2924.37,2017-10-13,0,60,Female,Property,High Net Worth,No,1058.782,0.55240266646014,79,0,1058.782
83,6,4464.65,1798.2,2017-10-11,0,58,Male,IT,Mass Customer,Yes,744.1083333333332,0.4027639344629479,81,0,744.1083333333332
84,7,5464.650000000001,2295.2200000000003,2017-12-02,0,67,Male,missing,Mass Customer,Yes,780.6642857142858,0.4200122606205338,29,0,780.6642857142858
85,6,3158.6299999999997,563.3699999999999,2017-11-23,0,67,Male,missing,Mass Customer,No,526.4383333333333,0.1783589720859993,38,0,526.4383333333333
86,9,7319.35,2360.09,2017-12-30,0,36,Male,Health,High Net Worth,Yes,813.2611111111112,0.32244529910442865,1,0,813.2611111111112
87,9,7994.73,3740.7599999999998,2017-12-12,0,51,Male,Financial Services,Mass Customer,No,888.3033333333333,0.4679032312535883,19,0,888.3033333333333
88,6,5550.83,2534.3300000000004,2017-10-17,0,59,Female,Property,High Net Worth,Yes,925.1383333333333,0.4565677565337076,75,0,925.1383333333333
89,9,12741.44,5779.650000000001,2017-12-26,0,58,Male,Health,Mass Customer,Yes,1415.7155555555555,0.45361042393952333,5,1,1415.7155555555555
90,7,7703.58,2990.73,2017-11-30,0,40,Male,Manufacturing,Mass Customer,No,1100.5114285714285,0.3882259936289362,31,0,1100.5114285714285
91,8,8066.4400000000005,5242.410000000001,2017-12-21,0,70,Male,Financial Services,Affluent Customer,Yes,1008.3050000000001,0.6499037989497226,10,0,1008.3050000000001
92,3,5098.43,2967.4399999999996,2017-11-26,0,45,Female,Health,Mass Customer,No,1699.4766666666667,0.5820301543808583,35,0,1699.4766666666667
93,3,5276.129999999999,2976.41,2017-10-12,0,49,Male,Retail,Mass Customer,Yes,1758.7099999999998,0.5641274949631644,80,0,1758.7099999999998
94,7,8305.77,4902.21,2017-11-27,0,51,Male,Manufacturing,Mass Customer,No,1186.5385714285715,0.5902174030824354,34,1,1186.5385714285715
95,4,5049.799999999999,3050.8099999999995,2017-11-22,0,64,Female,Manufacturing,Affluent Customer,Yes,1262.4499999999998,0.6041447186027169,39,0,1262.4499999999998
96,3,2783.33,1135.25,2017-10-21,0,57,Male,Manufacturing,Mass Customer,No,927.7766666666666,0.4078747399697485,71,0,927.7766666666666
97,8,8895.95,4911.21,2017-09-19,1,46,Male,Financial Services,Mass Customer,Yes,1111.99375,0.5520725723503391,103,1,1111.99375
98,5,6180.05,1930.5600000000002,2017-08-30,1,69,Female,Health,Mass Customer,No,1236.01,0.31238582212118027,123,0,1236.01
99,9,8279.06,4557.65,2017-12-28,0,27,Male,Financial Services,Mass Customer,No,919.8955555555555,0.5505033180095324,3,1,919.8955555555555
100,2,2748.2,877.4,2017-12-19,0,57,Male,Financial Services,Mass Customer,Yes,1374.1,0.31926351793901464,12,0,1374.1
101,4,4309.82,2589.89,2017-12-22,0,49,Male,Manufacturing,High Net Worth,No,1077.455,0.6009276489505362,9,0,1077.455
102,7,6659.22,2587.0099999999998,2017-11-18,0,68,Male,Manufacturing,Affluent Customer,No,951.3171428571429,0.3884854382345079,43,0,951.3171428571429
103,5,4909.84,913.3199999999999,2017-11-11,0,28,Female,Financial Services,Affluent Customer,Yes,981.9680000000001,0.18601828165479933,50,0,981.9680000000001
104,8,7306.93,3550.2600000000007,2017-10-27,0,47,Female,Health,Mass Customer,Yes,913.36625,0.48587573714268517,65,0,913.36625
105,4,6234.35,3475.04,2017-10-02,0,24,Female,Manufacturing,Mass Customer,No,1558.5875,0.5574021349459045,90,0,1558.5875
106,3,2906.16,2513.69,2017-12-29,0,59,Male,Health,High Net Worth,Yes,968.7199999999999,0.8649523770198475,2,0,968.7199999999999
107,4,3345.1000000000004,2343.9700000000003,2017-10-10,0,35,Female,Financial Services,Mass Customer,Yes,836.2750000000001,0.7007174673402888,82,0,836.2750000000001
108,3,3556.66,2557.42,2017-12-20,0,31,Female,missing,High Net Worth,No,1185.5533333333333,0.7190510197769818,11,0,1185.5533333333333
109,10,10661.51,4430.66,2017-12-22,0,46,Male,missing,Affluent Customer,Yes,1066.151,0.4155752796742675,9,1,1066.151
110,7,7788.71,2621.55,2017-12-16,0,25,Male,Financial Services,Affluent Customer,No,1112.672857142857,0.3365833366501,15,0,1112.672857142857
111,4,4873.0599999999995,3014.5299999999997,2017-08-05,1,32,Female,missing,Mass Customer,No,1218.2649999999999,0.6186113037803762,148,0,1218.2649999999999
112,6,9059.89,5742.19,2017-11-13,0,50,Female,Retail,High Net Worth,No,1509.9816666666666,0.633803500925508,48,1,1509.9816666666666
113,6,5412.969999999999,2329.4900000000002,2017-07-08,1,69,Male,missing,Mass Customer,No,902.1616666666665,0.43035339194564176,176,0,902.1616666666665
114,4,3233.0,2195.26,2017-10-21,0,39,Female,Entertainment,Affluent Customer,No,808.25,0.679016393442623,71,0,808.25
115,8,8398.18,3135.87,2017-12-16,0,43,Male,Health,Mass Customer,No,1049.7725,0.37339876020756874,15,1,1049.7725
116,8,5663.92,2447.5400000000004,2017-12-18,0,26,Male,Manufacturing,Affluent Customer,Yes,707.99,0.43212827864800357,13,0,707.99
117,10,12856.83,6917.34,2017-12-25,0,43,Female,Manufacturing,Mass Customer,No,1285.683,0.5380284253583504,6,1,1285.683
118,5,5319.51,3550.0999999999995,2017-10-22,0,65,Male,missing,High Net Worth,No,1063.902,0.667373498686909,70,0,1063.902
119,4,5217.66,4217.24,2017-11-30,0,43,Male,missing,High Net Worth,Yes,1304.415,0.8082627078038814,31,0,1304.415
120,3,3118.34,1306.7800000000002,2017-08-23,1,47,Male,Financial Services,High Net Worth,Yes,1039.4466666666667,0.4190627064399649,130,0,1039.4466666666667
121,4,4327.44,2892.0899999999997,2017-09-10,1,68,Male,Manufacturing,Mass Customer,No,1081.86,0.6683142920525761,112,0,1081.86
122,5,6533.389999999999,2695.2200000000003,2017-12-22,0,46,Male,Financial Services,Mass Customer,Yes,1306.6779999999999,0.41253009540223384,9,0,1306.6779999999999
123,4,5337.79,3245.75,2017-06-22,1,36,Female,Financial Services,High Net Worth,No,1334.4475,0.6080700065008178,192,0,1334.4475
124,7,8272.15,4054.25,2017-12-28,0,30,Female,Health,High Net Worth,Yes,1181.7357142857143,0.4901083756943479,3,1,1181.7357142857143
125,10,7107.32,3345.01,2017-10-08,0,65,Female,Property,Mass Customer,No,710.732,0.4706429427688637,84,0,710.732
126,3,3448.12,1096.46,2017-12-19,0,33,Male,Health,Mass Customer,Yes,1149.3733333333332,0.31798777304734177,12,0,1149.3733333333332
127,10,9949.62,3993.71,2017-12-07,0,50,Female,Financial Services,Mass Customer,No,994.9620000000001,0.40139321903751096,24,1,994.9620000000001
128,4,3679.75,2193.06,2017-08-15,1,48,Male,Property,Mass Customer,Yes,919.9375,0.5959807052109518,138,0,919.9375
129,4,4090.48,2753.75,2017-07-05,1,40,Male,Financial Services,High Net Worth,Yes,1022.62,0.6732095010854472,179,0,1022.62
130,2,3340.42,1779.58,2017-10-15,0,28,Male,Manufacturing,Mass Customer,No,1670.21,0.532741391801031,77,0,1670.21
131,6,8745.28,5494.91,2017-06-08,1,61,Female,Retail,High Net Worth,No,1457.5466666666669,0.628328652713235,206,1,1457.5466666666669
132,6,7365.93,2780.7200000000003,2017-12-23,0,62,Female,Manufacturing,Mass Customer,Yes,1227.655,0.37751105427284815,8,0,1227.655
133,5,3164.55,803.8900000000001,2017-12-04,0,48,Male,Financial Services,Mass Customer,Yes,632.9100000000001,0.25402979886555754,27,0,632.9100000000001
134,6,7170.95,2946.42,2017-12-16,0,28,Female,Telecommunications,Affluent Customer,Yes,1195.1583333333333,0.4108827979556405,15,0,1195.1583333333333
135,7,6860.46,4549.5,2017-09-06,1,50,Female,IT,Mass Customer,No,980.0657142857143,0.6631479521781338,116,0,980.0657142857143
136,8,9406.85,3543.2000000000003,2017-12-10,0,52,Male,Manufacturing,High Net Worth,Yes,1175.85625,0.37666168802521566,21,1,1175.85625
137,5,3507.0499999999997,1496.4499999999998,2017-12-03,0,37,Male,Property,High Net Worth,No,701.41,0.4266976518726565,28,0,701.41
138,7,4927.35,3377.12,2017-10-27,0,40,Male,Financial Services,Affluent Customer,Yes,703.907142857143,0.6853826093133225,65,0,703.907142857143
139,9,10638.89,5161.44,2017-12-04,0,61,Male,Telecommunications,Affluent Customer,No,1182.0988888888887,0.48514835664246925,27,1,1182.0988888888887
140,6,7649.34,2699.9,2017-12-27,0,31,Male,Manufacturing,Mass Customer,No,1274.89,0.3529585559015549,4,0,1274.89
141,3,4053.9800000000005,2138.3500000000004,2017-07-24,1,71,Male,Financial Services,High Net Worth,Yes,1351.3266666666668,0.5274693017725791,160,0,1351.3266666666668
142,11,12474.74,3917.3399999999997,2017-12-26,0,58,Male,Health,Affluent Customer,No,1134.0672727272727,0.31402177520333086,5,1,1134.0672727272727
143,4,4689.21,2474.77,2017-12-17,0,68,Male,Argiculture,Mass Customer,Yes,1172.3025,0.5277584070664355,14,0,1172.3025
145,7,8149.19,3140.3,2017-12-02,0,28,Male,Financial Services,Mass Customer,No,1164.1699999999998,0.3853511821420289,29,1,1164.1699999999998
146,2,1973.29,217.05999999999995,2017-06-19,1,40,Male,Manufacturing,Mass Customer,No,986.645,0.10999903714101827,195,0,986.645
147,6,8079.09,5034.16,2017-11-26,0,51,Female,Health,Mass Customer,Yes,1346.515,0.6231097809282976,35,0,1346.515
148,5,5808.83,3268.4,2017-11-17,0,44,Female,missing,Mass Customer,Yes,1161.766,0.5626606390615666,44,0,1161.766
149,6,7091.73,2204.4799999999996,2017-12-12,0,30,Female,Health,Mass Customer,Yes,1181.955,0.3108522180060436,19,0,1181.955
150,4,3630.96,2446.51,2017-10-16,0,42,Male,Financial Services,Affluent Customer,No,907.74,0.6737915041752044,76,0,907.74
151,7,11422.85,5665.410000000001,2017-12-30,0,60,Male,Manufacturing,Mass Customer,Yes,1631.8357142857144,0.49597167081770316,1,1,1631.8357142857144
152,2,2941.37,1966.88,2017-07-25,1,44,Female,Financial Services,Mass Customer,No,1470.685,0.6686951998558496,159,0,1470.685
153,7,7808.16,5522.509999999999,2017-10-27,0,48,Female,Entertainment,Mass Customer,Yes,1115.4514285714286,0.7072741849552262,65,0,1115.4514285714286
154,5,3521.5299999999997,683.6300000000001,2017-12-07,0,67,Female,missing,Mass Customer,No,704.3059999999999,0.19412868838260647,24,0,704.3059999999999
155,3,4008.51,1088.42,2017-12-22,0,39,Male,Manufacturing,Mass Customer,No,1336.17,0.2715273256147546,9,0,1336.17
156,5,4831.58,3095.3699999999994,2017-12-14,0,46,Female,Financial Services,Mass Customer,Yes,966.316,0.64065378199264,17,0,966.316
157,4,2541.39,492.2299999999999,2017-08-17,1,50,Male,Financial Services,Affluent Customer,No,635.3475,0.19368534542120647,136,0,635.3475
158,6,7221.05,4627.35,2017-10-26,0,41,Male,missing,Affluent Customer,No,1203.5083333333334,0.6408140090430062,66,0,1203.5083333333334
159,6,6016.32,2935.3700000000003,2017-10-25,0,38,Male,Health,Affluent Customer,No,1002.7199999999999,0.4879012419552152,67,0,1002.7199999999999
160,2,3024.58,2614.1600000000003,2017-09-28,1,61,Male,Health,Mass Customer,No,1512.29,0.8643051266622144,94,0,1512.29
161,1,1148.64,459.46000000000015,2017-07-24,1,49,Male,missing,Mass Customer,No,1148.64,0.40000348237916156,160,0,1148.64
162,3,3317.47,1329.61,2017-09-23,1,46,Male,IT,Mass Customer,No,1105.8233333333333,0.4007903613295674,99,0,1105.8233333333333
163,2,3089.24,1101.28,2017-09-07,1,49,Female,Entertainment,High Net Worth,Yes,1544.62,0.35648897463453794,115,0,1544.62
164,3,2583.85,786.1400000000001,2017-06-15,1,26,Female,Retail,Affluent Customer,Yes,861.2833333333333,0.30425140778295956,199,0,861.2833333333333
165,9,9893.75,6182.52,2017-12-22,0,41,Male,Argiculture,Mass Customer,Yes,1099.3055555555557,0.6248914718888188,9,1,1099.3055555555557
166,8,9737.72,4197.44,2017-10-28,0,70,Male,Manufacturing,Affluent Customer,No,1217.215,0.43104956807137607,64,1,1217.215
167,9,9888.61,5993.34,2017-12-16,0,55,Female,Health,High Net Worth,Yes,1098.7344444444445,0.606085182851786,15,1,1098.7344444444445
169,3,2065.08,696.26,2017-10-30,0,68,Male,Telecommunications,High Net Worth,Yes,688.36,0.3371588509888237,62,0,688.36
170,4,4254.31,1820.81,2017-09-21,1,50,Male,Health,High Net Worth,No,1063.5775,0.4279918482668164,101,0,1063.5775
171,8,9347.85,4833.14,2017-12-12,0,54,Female,Manufacturing,Mass Customer,No,1168.48125,0.517032258754687,19,1,1168.48125
172,7,9250.22,2348.66,2017-12-19,0,37,Male,Manufacturing,Affluent Customer,Yes,1321.4599999999998,0.25390315041155775,12,1,1321.4599999999998
173,9,14061.48,6549.509999999999,2017-12-15,0,28,Female,Health,Affluent Customer,No,1562.3866666666665,0.46577671767125506,16,1,1562.3866666666665
174,10,12893.57,7628.24,2017-12-19,0,35,Female,Health,Mass Customer,No,1289.357,0.5916313325169057,12,1,1289.357
175,5,6008.03,2170.54,2017-10-27,0,49,Male,Manufacturing,Affluent Customer,No,1201.606,0.3612731627505189,65,0,1201.606
176,5,6733.15,3090.0699999999997,2017-12-08,0,33,Male,Property,Mass Customer,No,1346.6299999999999,0.45893378285052316,23,0,1346.6299999999999
177,12,11826.34,4108.599999999999,2017-11-23,0,35,Female,Financial Services,High Net Worth,No,985.5283333333333,0.34741094878043416,38,1,985.5283333333333
178,4,3504.09,2184.58,2017-11-28,0,58,Male,missing,Affluent Customer,No,876.0225,0.6234371834056773,33,0,876.0225
179,3,3168.84,1814.59,2017-11-20,0,59,Male,Manufacturing,High Net Worth,Yes,1056.28,0.5726354123275393,41,0,1056.28
180,7,7970.57,4065.35,2017-12-19,0,54,Female,Argiculture,Affluent Customer,No,1138.652857142857,0.5100450783319135,12,0,1138.652857142857
181,5,4262.27,2365.24,2017-11-10,0,42,Female,Manufacturing,Mass Customer,No,852.4540000000001,0.5549249578276363,51,0,852.4540000000001
182,7,9279.01,5409.120000000001,2017-12-17,0,32,Male,Financial Services,Affluent Customer,Yes,1325.5728571428572,0.5829414991469996,14,1,1325.5728571428572
183,6,5947.98,3187.84,2017-09-19,1,28,Female,Retail,Affluent Customer,No,991.3299999999999,0.53595338249288,103,0,991.3299999999999
184,3,3734.88,2181.35,2017-11-28,0,53,Male,Manufacturing,High Net Worth,Yes,1244.96,0.5840482157391937,33,0,1244.96
185,7,9254.279999999999,3547.6800000000003,2017-12-22,0,45,Male,Property,Mass Customer,Yes,1322.0399999999997,0.38335559330385516,9,1,1322.0399999999997
186,6,5550.85,2166.17,2017-12-07,0,51,Female,Financial Services,Mass Customer,No,925.1416666666668,0.39024113424070184,24,0,925.1416666666668
187,7,6898.79,3014.88,2017-12-16,0,71,Male,missing,Mass Customer,No,985.5414285714286,0.43701576653297175,15,0,985.5414285714286
188,6,5126.07,2658.87,2017-12-15,0,50,Female,Property,High Net Worth,Yes,854.3449999999999,0.5186956089167725,16,0,854.3449999999999
189,5,8633.69,5329.98,2017-12-27,0,44,Male,Financial Services,Affluent Customer,No,1726.738,0.6173466964878284,4,1,1726.738
190,4,3083.07,704.2800000000002,2017-12-01,0,46,Female,Health,Affluent Customer,No,770.7675,0.22843464468857347,30,0,770.7675
191,1,1065.03,834.9399999999999,2017-09-16,1,65,Male,missing,Affluent Customer,Yes,1065.03,0.7839591373012966,106,0,1065.03
192,4,3836.29,1519.4700000000003,2017-10-12,0,46,Female,Health,Mass Customer,Yes,959.0725,0.39607798159158986,80,0,959.0725
193,5,7368.36,2551.5,2017-12-06,0,61,Male,Manufacturing,Mass Customer,Yes,1473.672,0.34627786915948733,25,0,1473.672
194,3,4313.530000000001,2608.28,2017-09-13,1,50,Female,Financial Services,Affluent Customer,No,1437.8433333333335,0.6046741300048916,109,0,1437.8433333333335
195,7,12479.46,9633.41,2017-12-30,0,66,Female,Manufacturing,Mass Customer,No,1782.78,0.7719412538683565,1,1,1782.78
196,8,6346.61,3737.9999999999995,2017-08-06,1,59,Male,Manufacturing,High Net Worth,No,793.32625,0.5889758469482133,147,0,793.32625
